timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1748008212383,145,Launch-0,301,Moved Permanently,Thread Group 1-6,text,true,,697,158,1,1,https://saucedemo.com/?Username=visual_user&Password=secret_sauce,145,0,82
1748008212531,228,Launch-1,200,OK,Thread Group 1-6,text,true,,3293,162,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,228,0,143
1748008269268,232,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,133,0,111
1748008269268,133,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,133,0,111
1748008269402,98,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,97,0,60
1748008269501,253,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3996,328,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,225,0,0
1748008269501,225,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,702,162,1,1,https://saucedemo.com/?Username=locked_out_user&Password=secret_sauce,225,0,0
1748008269727,27,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,166,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,26,0,0
1748008269755,44,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3993,322,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,22,0,0
1748008269755,22,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,699,159,1,1,https://saucedemo.com/?Username=problem_user&Password=secret_sauce,22,0,0
1748008269777,22,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,163,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,22,0,0
1748008269800,45,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,4004,344,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,21,0,0
1748008269800,21,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,710,170,1,1,https://saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,21,0,0
1748008269822,23,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,174,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,22,0,0
1748008269847,52,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3991,318,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,26,0,0
1748008269847,26,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,697,157,1,1,https://saucedemo.com/?Username=error_user&Password=secret_sauce,26,0,0
1748008269874,25,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,161,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,25,0,0
1748008269901,59,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3992,320,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,20,0,0
1748008269901,20,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,698,158,1,1,https://saucedemo.com/?Username=visual_user&Password=secret_sauce,20,0,0
1748008269921,39,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,162,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,39,0,0
1748008270277,542,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,240,0,146
1748008270277,240,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,240,0,146
1748008270519,300,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,300,0,210
1748008270822,99,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3996,328,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,50,0,0
1748008270822,50,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,702,162,1,1,https://saucedemo.com/?Username=locked_out_user&Password=secret_sauce,50,0,0
1748008270873,48,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,166,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,48,0,0
1748008270922,50,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3993,322,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,24,0,0
1748008270922,24,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,699,159,1,1,https://saucedemo.com/?Username=problem_user&Password=secret_sauce,24,0,0
1748008270946,26,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,163,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,25,0,0
1748008270975,151,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,4004,344,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,38,0,0
1748008270975,38,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,710,170,1,1,https://saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,38,0,0
1748008271013,113,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,174,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,112,0,0
1748008271127,53,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3991,318,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,25,0,0
1748008271127,25,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,697,157,1,1,https://saucedemo.com/?Username=error_user&Password=secret_sauce,25,0,0
1748008271153,27,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,161,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,27,0,0
1748008271183,113,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3992,320,2,2,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,42,0,0
1748008271183,42,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,698,158,2,2,https://saucedemo.com/?Username=visual_user&Password=secret_sauce,42,0,0
1748008271226,70,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,162,2,2,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,70,0,0
1748008271278,268,Launch,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,152,0,76
1748008271278,152,Launch-0,301,Moved Permanently,Thread Group 1-3,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,152,0,76
1748008271433,113,Launch-1,200,OK,Thread Group 1-3,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,113,0,74
1748008271547,49,Launch,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /200/,3996,328,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,23,0,0
1748008271547,23,Launch-0,301,Moved Permanently,Thread Group 1-3,text,true,,702,162,1,1,https://saucedemo.com/?Username=locked_out_user&Password=secret_sauce,23,0,0
1748008271570,26,Launch-1,200,OK,Thread Group 1-3,text,true,,3294,166,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,26,0,0
1748008271597,54,Launch,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /200/,3993,322,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,25,0,0
1748008271597,25,Launch-0,301,Moved Permanently,Thread Group 1-3,text,true,,699,159,1,1,https://saucedemo.com/?Username=problem_user&Password=secret_sauce,25,0,0
1748008271622,29,Launch-1,200,OK,Thread Group 1-3,text,true,,3294,163,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,29,0,0
1748008271653,113,Launch,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /200/,4004,344,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,84,0,0
1748008271653,84,Launch-0,301,Moved Permanently,Thread Group 1-3,text,true,,710,170,1,1,https://saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,84,0,0
1748008271737,29,Launch-1,200,OK,Thread Group 1-3,text,true,,3294,174,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,28,0,0
1748008271768,56,Launch,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /200/,3991,318,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,25,0,0
1748008271768,26,Launch-0,301,Moved Permanently,Thread Group 1-3,text,true,,697,157,1,1,https://saucedemo.com/?Username=error_user&Password=secret_sauce,25,0,0
1748008271794,30,Launch-1,200,OK,Thread Group 1-3,text,true,,3294,161,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,29,0,0
1748008271827,55,Launch,200,OK,Thread Group 1-3,text,false,Test failed: text expected to contain /200/,3992,320,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,26,0,0
1748008271827,26,Launch-0,301,Moved Permanently,Thread Group 1-3,text,true,,698,158,1,1,https://saucedemo.com/?Username=visual_user&Password=secret_sauce,26,0,0
1748008271854,28,Launch-1,200,OK,Thread Group 1-3,text,true,,3294,162,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,28,0,0
1748008272277,263,Launch,200,OK,Thread Group 1-4,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,130,0,87
1748008272277,130,Launch-0,301,Moved Permanently,Thread Group 1-4,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,130,0,87
1748008272409,131,Launch-1,200,OK,Thread Group 1-4,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,131,0,84
1748008272549,56,Launch,200,OK,Thread Group 1-4,text,false,Test failed: text expected to contain /200/,3996,328,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,27,0,0
1748008272549,27,Launch-0,301,Moved Permanently,Thread Group 1-4,text,true,,702,162,1,1,https://saucedemo.com/?Username=locked_out_user&Password=secret_sauce,27,0,0
1748008272576,29,Launch-1,200,OK,Thread Group 1-4,text,true,,3294,166,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,29,0,0
1748008272607,85,Launch,200,OK,Thread Group 1-4,text,false,Test failed: text expected to contain /200/,3993,322,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,30,0,0
1748008272607,30,Launch-0,301,Moved Permanently,Thread Group 1-4,text,true,,699,159,1,1,https://saucedemo.com/?Username=problem_user&Password=secret_sauce,30,0,0
1748008272638,54,Launch-1,200,OK,Thread Group 1-4,text,true,,3294,163,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,52,0,0
1748008272698,91,Launch,200,OK,Thread Group 1-4,text,false,Test failed: text expected to contain /200/,4004,344,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,31,0,0
1748008272698,31,Launch-0,301,Moved Permanently,Thread Group 1-4,text,true,,710,170,1,1,https://saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,31,0,0
1748008272730,59,Launch-1,200,OK,Thread Group 1-4,text,true,,3294,174,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,51,0,0
1748008272791,64,Launch,200,OK,Thread Group 1-4,text,false,Test failed: text expected to contain /200/,3991,318,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,36,0,0
1748008272791,36,Launch-0,301,Moved Permanently,Thread Group 1-4,text,true,,697,157,1,1,https://saucedemo.com/?Username=error_user&Password=secret_sauce,36,0,0
1748008272828,27,Launch-1,200,OK,Thread Group 1-4,text,true,,3294,161,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,27,0,0
1748008272857,66,Launch,200,OK,Thread Group 1-4,text,false,Test failed: text expected to contain /200/,3992,320,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,26,0,0
1748008272857,26,Launch-0,301,Moved Permanently,Thread Group 1-4,text,true,,698,158,1,1,https://saucedemo.com/?Username=visual_user&Password=secret_sauce,26,0,0
1748008272893,30,Launch-1,200,OK,Thread Group 1-4,text,true,,3294,162,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,29,0,0
1748008273278,206,Launch,200,OK,Thread Group 1-5,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,83,0,60
1748008273278,83,Launch-0,301,Moved Permanently,Thread Group 1-5,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,83,0,60
1748008273363,121,Launch-1,200,OK,Thread Group 1-5,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,118,0,51
1748008273488,92,Launch,200,OK,Thread Group 1-5,text,false,Test failed: text expected to contain /200/,3996,328,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,49,0,0
1748008273488,49,Launch-0,301,Moved Permanently,Thread Group 1-5,text,true,,702,162,1,1,https://saucedemo.com/?Username=locked_out_user&Password=secret_sauce,49,0,0
1748008273537,43,Launch-1,200,OK,Thread Group 1-5,text,true,,3294,166,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,43,0,0
1748008273586,123,Launch,200,OK,Thread Group 1-5,text,false,Test failed: text expected to contain /200/,3993,322,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,96,0,0
1748008273586,96,Launch-0,301,Moved Permanently,Thread Group 1-5,text,true,,699,159,1,1,https://saucedemo.com/?Username=problem_user&Password=secret_sauce,96,0,0
1748008273682,27,Launch-1,200,OK,Thread Group 1-5,text,true,,3294,163,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,27,0,0
1748008273711,47,Launch,200,OK,Thread Group 1-5,text,false,Test failed: text expected to contain /200/,4005,344,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,23,0,0
1748008273711,23,Launch-0,301,Moved Permanently,Thread Group 1-5,text,true,,711,170,1,1,https://saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,23,0,0
1748008273734,24,Launch-1,200,OK,Thread Group 1-5,text,true,,3294,174,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,23,0,0
1748008273760,50,Launch,200,OK,Thread Group 1-5,text,false,Test failed: text expected to contain /200/,3992,318,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,25,0,0
1748008273760,25,Launch-0,301,Moved Permanently,Thread Group 1-5,text,true,,698,157,1,1,https://saucedemo.com/?Username=error_user&Password=secret_sauce,25,0,0
1748008273786,24,Launch-1,200,OK,Thread Group 1-5,text,true,,3294,161,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,23,0,0
1748008273812,50,Launch,200,OK,Thread Group 1-5,text,false,Test failed: text expected to contain /200/,3993,320,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,24,0,0
1748008273812,24,Launch-0,301,Moved Permanently,Thread Group 1-5,text,true,,699,158,1,1,https://saucedemo.com/?Username=visual_user&Password=secret_sauce,24,0,0
1748008273837,25,Launch-1,200,OK,Thread Group 1-5,text,true,,3294,162,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,25,0,0
1748008274279,211,Launch,200,OK,Thread Group 1-6,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,125,0,95
1748008274279,125,Launch-0,301,Moved Permanently,Thread Group 1-6,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,125,0,95
1748008274405,85,Launch-1,200,OK,Thread Group 1-6,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,85,0,59
1748008274493,69,Launch,200,OK,Thread Group 1-6,text,false,Test failed: text expected to contain /200/,3996,328,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,37,0,0
1748008274493,37,Launch-0,301,Moved Permanently,Thread Group 1-6,text,true,,702,162,1,1,https://saucedemo.com/?Username=locked_out_user&Password=secret_sauce,37,0,0
1748008274531,31,Launch-1,200,OK,Thread Group 1-6,text,true,,3294,166,1,1,https://www.saucedemo.com/?Username=locked_out_user&Password=secret_sauce,31,0,0
1748008274563,66,Launch,200,OK,Thread Group 1-6,text,false,Test failed: text expected to contain /200/,3993,322,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,28,0,0
1748008274563,28,Launch-0,301,Moved Permanently,Thread Group 1-6,text,true,,699,159,1,1,https://saucedemo.com/?Username=problem_user&Password=secret_sauce,28,0,0
1748008274592,37,Launch-1,200,OK,Thread Group 1-6,text,true,,3294,163,1,1,https://www.saucedemo.com/?Username=problem_user&Password=secret_sauce,36,0,0
1748008274634,75,Launch,200,OK,Thread Group 1-6,text,false,Test failed: text expected to contain /200/,4004,344,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,47,0,0
1748008274634,48,Launch-0,301,Moved Permanently,Thread Group 1-6,text,true,,710,170,1,1,https://saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,47,0,0
1748008274683,26,Launch-1,200,OK,Thread Group 1-6,text,true,,3294,174,1,1,https://www.saucedemo.com/?Username=performance_glitch_user&Password=secret_sauce,26,0,0
1748008274713,91,Launch,200,OK,Thread Group 1-6,text,false,Test failed: text expected to contain /200/,3991,318,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,41,0,0
1748008274713,41,Launch-0,301,Moved Permanently,Thread Group 1-6,text,true,,697,157,1,1,https://saucedemo.com/?Username=error_user&Password=secret_sauce,41,0,0
1748008274754,50,Launch-1,200,OK,Thread Group 1-6,text,true,,3294,161,1,1,https://www.saucedemo.com/?Username=error_user&Password=secret_sauce,50,0,0
1748008274806,96,Launch,200,OK,Thread Group 1-6,text,false,Test failed: text expected to contain /200/,3992,320,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,43,0,0
1748008274806,43,Launch-0,301,Moved Permanently,Thread Group 1-6,text,true,,698,158,1,1,https://saucedemo.com/?Username=visual_user&Password=secret_sauce,43,0,0
1748008274849,53,Launch-1,200,OK,Thread Group 1-6,text,true,,3294,162,1,1,https://www.saucedemo.com/?Username=visual_user&Password=secret_sauce,53,0,0
1748008295076,211,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,112,0,84
1748008295076,113,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,112,0,84
1748008295189,98,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,97,0,49
1748008295291,123,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,59,0,0
1748008295291,59,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,59,0,0
1748008295350,64,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,25,0,0
1748008295418,201,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,74,0,0
1748008295418,74,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,74,0,0
1748008295493,126,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,123,0,0
1748008295623,83,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,53,0,0
1748008295623,54,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,53,0,0
1748008295677,29,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,29,0,0
1748008295710,126,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,71,0,0
1748008295710,71,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,71,0,0
1748008295781,55,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,54,0,0
1748008295840,102,Launch,200,OK,Thread Group 1-1,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,60,0,0
1748008295840,60,Launch-0,301,Moved Permanently,Thread Group 1-1,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,60,0,0
1748008295901,41,Launch-1,200,OK,Thread Group 1-1,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,41,0,0
1748008296079,375,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,184,0,118
1748008296079,184,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,184,0,118
1748008296264,190,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,190,0,127
1748008296458,134,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3994,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,63,0,0
1748008296458,63,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,700,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,63,0,0
1748008296522,70,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,69,0,0
1748008296597,136,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3995,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,63,0,0
1748008296597,63,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,701,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,63,0,0
1748008296660,73,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,72,0,0
1748008296737,131,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3995,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,59,0,0
1748008296737,59,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,701,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,59,0,0
1748008296797,71,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,71,0,0
1748008296872,135,Launch,200,OK,Thread Group 1-2,text,false,Test failed: text expected to contain /200/,3995,324,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,63,0,0
1748008296872,63,Launch-0,301,Moved Permanently,Thread Group 1-2,text,true,,701,160,1,1,https://saucedemo.com/?Username=standard_user&Password=secret_sauce,63,0,0
1748008296936,71,Launch-1,200,OK,Thread Group 1-2,text,true,,3294,164,1,1,https://www.saucedemo.com/?Username=standard_user&Password=secret_sauce,70,0,0
